epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
42,29002.7,1.13112,2.58856,0.30076,0.92688,1.19259,0.81168,0.65122,0.75943,0.52465,0.69507,0.4113,0.42514,0.23849,1.05732,1.88247,0.271,0.84667,1.13571,0.00373312,0.00373312,0.00373312
43,29672,1.12536,2.56818,0.29863,0.92019,1.18801,0.81224,0.65294,0.7608,0.5259,0.6961,0.41276,0.42658,0.24063,1.05428,1.87128,0.27016,0.84461,1.13274,0.00352037,0.00352037,0.00352037
44,30344.1,1.12027,2.55073,0.29699,0.91474,1.185,0.81328,0.65413,0.76165,0.527,0.6959,0.41426,0.42731,0.24236,1.05126,1.85935,0.26923,0.84226,1.13016,0.00331069,0.00331069,0.00331069
45,31014,1.11624,2.53433,0.29616,0.90966,1.18238,0.81266,0.65422,0.76248,0.52832,0.69505,0.41676,0.42861,0.24411,1.04867,1.84781,0.26828,0.83971,1.12768,0.00310453,0.00310453,0.00310453
46,31682.5,1.11072,2.51803,0.29511,0.90427,1.18038,0.81262,0.65499,0.7634,0.52929,0.69493,0.41803,0.42949,0.24573,1.04609,1.83741,0.26748,0.83724,1.12506,0.00290228,0.00290228,0.00290228
47,32350.5,1.10958,2.48198,0.29408,0.89896,1.17751,0.81475,0.65385,0.76437,0.53081,0.69688,0.4183,0.4306,0.2477,1.04326,1.82518,0.26655,0.8345,1.1224,0.00270435,0.00270435,0.00270435
48,33022.3,1.10072,2.46369,0.29219,0.89072,1.17282,0.81681,0.65394,0.76529,0.53212,0.6999,0.41903,0.43137,0.2493,1.04098,1.81382,0.26569,0.83204,1.11986,0.00251115,0.00251115,0.00251115
49,33693.9,1.10237,2.44591,0.29089,0.89104,1.17165,0.81913,0.65521,0.76683,0.5334,0.70491,0.41723,0.432,0.25071,1.0389,1.80358,0.2648,0.82936,1.11764,0.00232306,0.00232306,0.00232306
50,34364.2,1.09413,2.41687,0.28881,0.88356,1.16941,0.81772,0.65636,0.76796,0.53447,0.71075,0.41669,0.43391,0.25241,1.03718,1.79315,0.26408,0.82592,1.11584,0.00214046,0.00214046,0.00214046
51,35029.4,1.08951,2.40345,0.28839,0.87803,1.1649,0.82003,0.65588,0.76913,0.536,0.71097,0.41758,0.43407,0.25401,1.03541,1.78372,0.26343,0.82269,1.11391,0.00196373,0.00196373,0.00196373
52,35700,1.08348,2.39528,0.28843,0.8738,1.16224,0.81917,0.65712,0.76987,0.53792,0.71161,0.41776,0.4345,0.25547,1.03387,1.7734,0.26265,0.81995,1.11223,0.0017932,0.0017932,0.0017932
53,36371.6,1.07992,2.36798,0.28619,0.8677,1.15735,0.81786,0.65984,0.77076,0.53862,0.70394,0.41894,0.43418,0.25675,1.03197,1.76476,0.26202,0.81696,1.11003,0.00162924,0.00162924,0.00162924
54,37042.3,1.07758,2.33928,0.28412,0.86237,1.1567,0.82127,0.66012,0.77212,0.54002,0.70616,0.42003,0.43563,0.25811,1.03038,1.75535,0.26123,0.81361,1.10823,0.00147217,0.00147217,0.00147217
55,37711.6,1.07226,2.3178,0.28336,0.85597,1.15244,0.81835,0.66376,0.77291,0.54109,0.70409,0.4233,0.43718,0.2594,1.02886,1.74623,0.26045,0.80986,1.10629,0.0013223,0.0013223,0.0013223
56,38381.9,1.06817,2.29817,0.28255,0.85253,1.15064,0.8175,0.66648,0.77466,0.54251,0.70706,0.42375,0.43778,0.26058,1.0272,1.73826,0.25973,0.80583,1.10447,0.00117993,0.00117993,0.00117993
57,39053.2,1.06484,2.2909,0.28182,0.84654,1.14898,0.82066,0.6653,0.77506,0.54338,0.7031,0.42503,0.43828,0.26189,1.02565,1.73078,0.25917,0.80203,1.10268,0.00104537,0.00104537,0.00104537
58,39720,1.06035,2.27279,0.28084,0.84286,1.14675,0.8204,0.66503,0.77563,0.54429,0.70391,0.42594,0.43895,0.2629,1.02412,1.72226,0.25854,0.79879,1.10085,0.000918862,0.000918862,0.000918862
59,40384.5,1.05685,2.26186,0.27965,0.83742,1.14435,0.8188,0.66894,0.77664,0.54511,0.70504,0.42612,0.43934,0.26398,1.0229,1.71383,0.2578,0.79507,1.09907,0.000800678,0.000800678,0.000800678
60,41056.2,1.05565,2.23957,0.2789,0.83655,1.14246,0.82077,0.66793,0.77808,0.54601,0.70536,0.42648,0.43968,0.26507,1.02126,1.70637,0.25719,0.79066,1.0971,0.000691052,0.000691052,0.000691052
61,41791.7,1.01794,1.7736,0.26297,0.76149,1.10949,0.82171,0.67014,0.77915,0.5472,0.7051,0.42603,0.44031,0.26559,1.01969,1.69898,0.25661,0.78627,1.09522,0.000590204,0.000590204,0.000590204
62,42452.6,1.01058,1.75148,0.25967,0.75197,1.10474,0.82377,0.66989,0.78018,0.54815,0.7032,0.42639,0.44044,0.26613,1.0179,1.69204,0.25585,0.78195,1.09331,0.000498338,0.000498338,0.000498338
63,43128.6,1.00596,1.73739,0.2583,0.74692,1.10176,0.82599,0.66957,0.78109,0.54912,0.70528,0.42639,0.4409,0.26715,1.01629,1.684,0.2548,0.77733,1.09153,0.000415637,0.000415637,0.000415637
64,43831.5,1.00127,1.71824,0.25681,0.74125,1.09945,0.82768,0.67139,0.78257,0.54975,0.70677,0.42712,0.44115,0.26781,1.01514,1.67736,0.25389,0.77319,1.08996,0.00034227,0.00034227,0.00034227
65,44499.4,0.9992,1.71604,0.25702,0.73659,1.09631,0.82657,0.67395,0.78357,0.55028,0.70555,0.42757,0.44168,0.26866,1.01379,1.67138,0.25307,0.76876,1.08844,0.000278384,0.000278384,0.000278384
66,45165.2,0.99672,1.70083,0.25587,0.73578,1.09614,0.83041,0.67366,0.78471,0.55109,0.70367,0.42814,0.44173,0.26867,1.01273,1.66603,0.25224,0.76476,1.0872,0.000224107,0.000224107,0.000224107
67,45825.8,0.99509,1.69389,0.25583,0.73241,1.09504,0.83273,0.67183,0.7848,0.5516,0.70417,0.42803,0.44264,0.26913,1.01187,1.66091,0.25155,0.76088,1.08587,0.000179549,0.000179549,0.000179549
68,46486.1,0.9931,1.68299,0.25472,0.73075,1.09198,0.83388,0.6723,0.78549,0.55219,0.69774,0.43084,0.44298,0.2692,1.011,1.65552,0.25082,0.75718,1.08469,0.000144799,0.000144799,0.000144799
69,47146.9,0.9901,1.67186,0.25399,0.72816,1.0927,0.83347,0.67412,0.78619,0.55276,0.69437,0.43109,0.443,0.26878,1.00998,1.65114,0.2501,0.75398,1.0835,0.000119927,0.000119927,0.000119927
70,47805.8,0.99013,1.67668,0.25421,0.72507,1.09095,0.83308,0.67475,0.78645,0.55281,0.69308,0.43184,0.44258,0.2692,1.00959,1.64658,0.2494,0.75136,1.08267,0.000104984,0.000104984,0.000104984
